NTACODE,NTANAME,POV_PCT,PCT_BLACK_POP,GREENSPACE,SURFACETEMP,PCT_HOUSEHOLDS_AC,HVI_RANK,CD,HRI_HOSP_RATE,POV_TERT,GREENSPACE_TERT,SURFACETEMP_TERT,AC_TERT
BX10,Pelham Bay-Country Club-City Island,12.3,4.7,36.9,97.1,95.8,1,210,1.2,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BX13,Co-op City,9.8,63.5,33.9,97.2,95.8,2,210,1.2,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BX52,Schuylerville-Throgs Neck-Edgewater Park,12.4,12.6,45,98.3,95.8,1,210,1.2,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN25,Corona,19.9,17.4,16.4,100.7,96.2,4,404,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN31,Lenox Hill-Roosevelt Island,6.9,3.6,24.2,96.2,96.4,1,108,0.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN32,Yorkville,6.7,3.5,21.8,96.6,96.4,1,108,0.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN40,Upper East Side-Carnegie Hill,4.5,0.9,17.5,97.5,96.4,1,108,0.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI11,Charleston-Richmond Valley-Tottenville,5.8,1.2,60.1,94,96.7,1,503,1.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5.5,0.6,64.1,95.9,96.7,1,503,1.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI25,Oakwood-Oakwood Beach,7.7,2.6,51.9,96,96.7,1,503,1.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI32,Rossville-Woodrow,9.5,0.5,56.6,96.9,96.7,1,503,1.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI48,Arden Heights,7,1.9,54,97.7,96.7,1,503,1.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI54,Great Kills,6.9,0.9,48.6,98.5,96.7,1,503,1.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN17,Midtown-Midtown South,12.3,4.6,3.4,97.5,97.6,2,104,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN15,Clinton,14.4,7,11.9,98.3,97.6,2,104,0.7,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,13.3,7.6,12.8,99.1,97.6,2,104,0.7,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN25,Battery Park City-Lower Manhattan,7.4,2.5,14.4,92.6,98.1,1,101,0.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN23,West Village,7.1,2.3,19.3,98,98.1,1,101,0.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN24,SoHo-TriBeCa-Civic Center-Little Italy,9.2,2.8,9.5,98.7,98.1,2,101,0.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI14,Grasmere-Arrochar-Ft. Wadsworth,15.3,8.1,51.8,95.4,98.4,1,502,1.6,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI05,New Springville-Bloomfield-Travis,9.5,5.6,62.4,96.7,98.4,1,502,1.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI36,Old Town-Dongan Hills-South Beach,14.7,5.6,44.3,97.1,98.4,1,502,1.6,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8.9,2.3,70.2,97.6,98.4,1,502,1.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI45,New Dorp-Midland Beach,10.3,1.9,43.1,99.1,98.4,1,502,1.6,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
SI35,New Brighton-Silver Lake,14.9,9.8,47,96.6,90.7,1,501,2.9,,,,
SI36,Old Town-Dongan Hills-South Beach,14.7,5.6,44.3,97.1,98.4,1,502,1.6,,,,
SI37,Stapleton-Rosebank,22,21.7,53.6,96.4,90.7,2,501,2.9,,,,
SI45,New Dorp-Midland Beach,10.3,1.9,43.1,99.1,98.4,1,502,1.6,,,,
SI48,Arden Heights,7,1.9,54,97.7,96.7,1,503,1.4,,,,
SI54,Great Kills,6.9,0.9,48.6,98.5,96.7,1,503,1.4,,,,
SI99,park-cemetery-etc-Staten Island,,,,,,,,,,,,
